"Date","Price","Open","High","Low","Vol.","Change %"
"06/21/2023","13,059.30","13,084.50","13,147.80","13,042.65","","0.22%"
"06/20/2023","13,030.25","12,959.05","13,046.35","12,925.75","","0.78%"
"06/19/2023","12,929.20","12,954.45","13,021.20","12,900.35","","0.34%"
"06/16/2023","12,884.75","12,880.30","12,945.80","12,870.55","","0.65%"
"06/15/2023","12,801.75","12,831.30","12,885.00","12,782.55","","-0.05%"
"06/14/2023","12,807.85","12,813.50","12,843.10","12,757.65","","0.47%"
"06/13/2023","12,747.55","12,704.35","12,770.05","12,700.45","","0.83%"
"06/12/2023","12,642.20","12,567.55","12,655.85","12,535.80","","1.06%"
"06/09/2023","12,510.10","12,547.65","12,574.05","12,476.00","","0.13%"
"06/08/2023","12,494.40","12,636.70","12,656.85","12,436.20","","-0.66%"
"06/07/2023","12,576.80","12,489.30","12,598.60","12,486.90","","1.21%"
"06/06/2023","12,427.00","12,375.90","12,439.10","12,340.05","","0.74%"
"06/05/2023","12,336.30","12,352.75","12,392.60","12,321.55","","0.58%"
"06/02/2023","12,265.60","12,227.15","12,297.95","12,224.35","","0.86%"
"06/01/2023","12,160.85","12,120.00","12,195.90","12,112.85","","0.63%"
