"Date","Price","Open","High","Low","Vol.","Change %"
"23-06-2023","13,077.50","13,240.60","13,242.40","13,063.50","","-1.24%"
"22-06-2023","13,241.80","13,383.35","13,388.70","13,202.30","","-0.83%"
"21-06-2023","13,353.30","13,339.60","13,402.25","13,319.45","","0.73%"
"20-06-2023","13,255.90","13,200.95","13,264.95","13,155.85","","0.46%"
"19-06-2023","13,195.05","13,246.50","13,280.40","13,182.30","","0.02%"
"16-06-2023","13,192.90","13,146.75","13,212.35","13,138.30","","0.70%"
"15-06-2023","13,100.90","13,103.05","13,143.45","13,065.95","","0.17%"
"14-06-2023","13,078.75","13,084.65","13,092.60","13,043.20","","0.28%"
"13-06-2023","13,042.20","12,925.55","13,051.20","12,923.05","","1.18%"
"12-06-2023","12,890.60","12,855.10","12,897.70","12,798.85","","0.59%"
"09-06-2023","12,814.80","12,866.65","12,889.15","12,799.90","","-0.13%"
"08-06-2023","12,831.40","12,939.30","12,949.60","12,815.30","","-0.54%"
"07-06-2023","12,900.80","12,805.30","12,909.85","12,799.65","","1.12%"
"06-06-2023","12,757.40","12,758.00","12,767.45","12,689.25","","0.11%"
"05-06-2023","12,743.35","12,762.05","12,781.80","12,733.60","","0.30%"
"02-06-2023","12,705.40","12,691.50","12,721.90","12,685.20","","0.45%"
"01-06-2023","12,647.95","12,635.30","12,702.85","12,631.15","","0.19%"
