Company Name,Ticker,NSE Symbol,Market Cap
Fine Organic Industries Ltd.,FINEORG.NS,NSE:FINEORG,Small Cap
Finolex Cables Ltd.,FINCABLES.NS,NSE:FINCABLES,Small Cap
Finolex Industries Ltd.,FINPIPE.NS,NSE:FINPIPE,Small Cap
Firstsource Solutions Ltd.,FSL.NS,NSE:FSL,Small Cap
Five-Star Business Finance Ltd.,FIVESTAR.NS,NSE:FIVESTAR,Small Cap
G R Infraprojects Ltd.,GRINFRA.NS,NSE:GRINFRA,Small Cap
GE Vernova T&D India Ltd.,GVT&D.NS,NSE:GVT&D,Small Cap
Garden Reach Shipbuilders & Engineers Ltd.,GRSE.NS,NSE:GRSE,Small Cap
Gillette India Ltd.,GILLETTE.NS,NSE:GILLETTE,Small Cap
Glenmark Pharmaceuticals Ltd.,GLENMARK.NS,NSE:GLENMARK,Small Cap
Go Digit General Insurance Ltd.,GODIGIT.NS,NSE:GODIGIT,Small Cap
Godawari Power & Ispat Ltd.,GPIL.NS,NSE:GPIL,Small Cap
Godfrey Phillips India Ltd.,GODFRYPHLP.NS,NSE:GODFRYPHLP,Small Cap
Godrej Agrovet Ltd.,GODREJAGRO.NS,NSE:GODREJAGRO,Small Cap
Granules India Ltd.,GRANULES.NS,NSE:GRANULES,Small Cap
Graphite India Ltd.,GRAPHITE.NS,NSE:GRAPHITE,Small Cap
Great Eastern Shipping Co. Ltd.,GESHIP.NS,NSE:GESHIP,Small Cap
Gujarat Ambuja Exports Ltd.,GAEL.NS,NSE:GAEL,Small Cap
Gujarat Mineral Development Corporation Ltd.,GMDCLTD.NS,NSE:GMDCLTD,Small Cap
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC.NS,NSE:GNFC,Small Cap
Gujarat Pipavav Port Ltd.,GPPL.NS,NSE:GPPL,Small Cap
Gujarat State Fertilizers & Chemicals Ltd.,GSFC.NS,NSE:GSFC,Small Cap
Gujarat State Petronet Ltd.,GSPL.NS,NSE:GSPL,Small Cap
H.E.G. Ltd.,HEG.NS,NSE:HEG,Small Cap
HBL Power Systems Ltd.,HBLPOWER.NS,NSE:HBLPOWER,Small Cap
HFCL Ltd.,HFCL.NS,NSE:HFCL,Small Cap
Happiest Minds Technologies Ltd.,HAPPSTMNDS.NS,NSE:HAPPSTMNDS,Small Cap
Himadri Speciality Chemical Ltd.,HSCL.NS,NSE:HSCL,Small Cap
Hindustan Copper Ltd.,HINDCOPPER.NS,NSE:HINDCOPPER,Small Cap
Home First Finance Company India Ltd.,HOMEFIRST.NS,NSE:HOMEFIRST,Small Cap
Honasa Consumer Ltd.,HONASA.NS,NSE:HONASA,Small Cap
ICICI Securities Ltd.,ISEC.NS,NSE:ISEC,Small Cap
IFCI Ltd.,IFCI.NS,NSE:IFCI,Small Cap
IIFL Finance Ltd.,IIFL.NS,NSE:IIFL,Small Cap
INOX India Ltd.,INOXINDIA.NS,NSE:INOXINDIA,Small Cap
IRCON International Ltd.,IRCON.NS,NSE:IRCON,Small Cap
ITI Ltd.,ITI.NS,NSE:ITI,Small Cap
Indegene Ltd.,INDGN.NS,NSE:INDGN,Small Cap
India Cements Ltd.,INDIACEM.NS,NSE:INDIACEM,Small Cap
Indiamart Intermesh Ltd.,INDIAMART.NS,NSE:INDIAMART,Small Cap
Indian Energy Exchange Ltd.,IEX.NS,NSE:IEX,Small Cap
Inox Wind Ltd.,INOXWIND.NS,NSE:INOXWIND,Small Cap
Intellect Design Arena Ltd.,INTELLECT.NS,NSE:INTELLECT,Small Cap
J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM.NS,NSE:JBCHEPHARM,Small Cap
JBM Auto Ltd.,JBMA.NS,NSE:JBMA,Small Cap
JK Lakshmi Cement Ltd.,JKLAKSHMI.NS,NSE:JKLAKSHMI,Small Cap
JK Tyre & Industries Ltd.,JKTYRE.NS,NSE:JKTYRE,Small Cap
JM Financial Ltd.,JMFINANCIL.NS,NSE:JMFINANCIL,Small Cap
Jaiprakash Power Ventures Ltd.,JPPOWER.NS,NSE:JPPOWER,Small Cap
Jammu & Kashmir Bank Ltd.,J&KBANK.NS,NSE:J&KBANK,Small Cap
Jindal Saw Ltd.,JINDALSAW.NS,NSE:JINDALSAW,Small Cap
Jubilant Ingrevia Ltd.,JUBLINGREA.NS,NSE:JUBLINGREA,Small Cap
Jubilant Pharmova Ltd.,JUBLPHARMA.NS,NSE:JUBLPHARMA,Small Cap
Jupiter Wagons Ltd.,JWL.NS,NSE:JWL,Small Cap
Justdial Ltd.,JUSTDIAL.NS,NSE:JUSTDIAL,Small Cap
Jyothy Labs Ltd.,JYOTHYLAB.NS,NSE:JYOTHYLAB,Small Cap
Jyoti CNC Automation Ltd.,JYOTICNC.NS,NSE:JYOTICNC,Small Cap
KNR Constructions Ltd.,KNRCON.NS,NSE:KNRCON,Small Cap
KSB Ltd.,KSB.NS,NSE:KSB,Small Cap
Kajaria Ceramics Ltd.,KAJARIACER.NS,NSE:KAJARIACER,Small Cap
Kalpataru Projects International Ltd.,KPIL.NS,NSE:KPIL,Small Cap
Kansai Nerolac Paints Ltd.,KANSAINER.NS,NSE:KANSAINER,Small Cap
Karur Vysya Bank Ltd.,KARURVYSYA.NS,NSE:KARURVYSYA,Small Cap
Kaynes Technology India Ltd.,KAYNES.NS,NSE:KAYNES,Small Cap
Kec International Ltd.,KEC.NS,NSE:KEC,Small Cap
Kfin Technologies Ltd.,KFINTECH.NS,NSE:KFINTECH,Small Cap
Kirloskar Brothers Ltd.,KIRLOSBROS.NS,NSE:KIRLOSBROS,Small Cap
Kirloskar Oil Eng Ltd.,KIRLOSENG.NS,NSE:KIRLOSENG,Small Cap
Krishna Institute of Medical Sciences Ltd.,KIMS.NS,NSE:KIMS,Small Cap
Latent View Analytics Ltd.,LATENTVIEW.NS,NSE:LATENTVIEW,Small Cap
Laurus Labs Ltd.,LAURUSLABS.NS,NSE:LAURUSLABS,Small Cap
Lemon Tree Hotels Ltd.,LEMONTREE.NS,NSE:LEMONTREE,Small Cap
MMTC Ltd.,MMTC.NS,NSE:MMTC,Small Cap
Mahanagar Gas Ltd.,MGL.NS,NSE:MGL,Small Cap
Maharashtra Seamless Ltd.,MAHSEAMLES.NS,NSE:MAHSEAMLES,Small Cap
Mahindra Lifespace Developers Ltd.,MAHLIFE.NS,NSE:MAHLIFE,Small Cap
Manappuram Finance Ltd.,MANAPPURAM.NS,NSE:MANAPPURAM,Small Cap
Mastek Ltd.,MASTEK.NS,NSE:MASTEK,Small Cap
Metropolis Healthcare Ltd.,METROPOLIS.NS,NSE:METROPOLIS,Small Cap
Minda Corporation Ltd.,MINDACORP.NS,NSE:MINDACORP,Small Cap
Motilal Oswal Financial Services Ltd.,MOTILALOFS.NS,NSE:MOTILALOFS,Small Cap
Multi Commodity Exchange of India Ltd.,MCX.NS,NSE:MCX,Small Cap
NATCO Pharma Ltd.,NATCOPHARM.NS,NSE:NATCOPHARM,Small Cap
NBCC (India) Ltd.,NBCC.NS,NSE:NBCC,Small Cap
NCC Ltd.,NCC.NS,NSE:NCC,Small Cap
NMDC Steel Ltd.,NSLNISP.NS,NSE:NSLNISP,Small Cap
Narayana Hrudayalaya Ltd.,NH.NS,NSE:NH,Small Cap
National Aluminium Co. Ltd.,NATIONALUM.NS,NSE:NATIONALUM,Small Cap
Navin Fluorine International Ltd.,NAVINFLUOR.NS,NSE:NAVINFLUOR,Small Cap
Netweb Technologies India Ltd.,NETWEB.NS,NSE:NETWEB,Small Cap
Network18 Media & Investments Ltd.,NETWORK18.NS,NSE:NETWORK18,Small Cap
Newgen Software Technologies Ltd.,NEWGEN.NS,NSE:NEWGEN,Small Cap
Nuvama Wealth Management Ltd.,NUVAMA.NS,NSE:NUVAMA,Small Cap
Nuvoco Vistas Corporation Ltd.,NUVOCO.NS,NSE:NUVOCO,Small Cap
Olectra Greentech Ltd.,OLECTRA.NS,NSE:OLECTRA,Small Cap
PCBL Ltd.,PCBL.NS,NSE:PCBL,Small Cap
PNB Housing Finance Ltd.,PNBHOUSING.NS,NSE:PNBHOUSING,Small Cap
PNC Infratech Ltd.,PNCINFRA.NS,NSE:PNCINFRA,Small Cap
PTC Industries Ltd.,PTCIL.NS,NSE:PTCIL,Small Cap
PVR INOX Ltd.,PVRINOX.NS,NSE:PVRINOX,Small Cap
Pfizer Ltd.,PFIZER.NS,NSE:PFIZER,Small Cap
Piramal Enterprises Ltd.,PEL.NS,NSE:PEL,Small Cap
Piramal Pharma Ltd.,PPLPHARMA.NS,NSE:PPLPHARMA,Small Cap
Poly Medicure Ltd.,POLYMED.NS,NSE:POLYMED,Small Cap
Praj Industries Ltd.,PRAJIND.NS,NSE:PRAJIND,Small Cap
Quess Corp Ltd.,QUESS.NS,NSE:QUESS,Small Cap
R R Kabel Ltd.,RRKABEL.NS,NSE:RRKABEL,Small Cap
RBL Bank Ltd.,RBLBANK.NS,NSE:RBLBANK,Small Cap
RHI MAGNESITA INDIA LTD.,RHIM.NS,NSE:RHIM,Small Cap
RITES Ltd.,RITES.NS,NSE:RITES,Small Cap
Radico Khaitan Ltd,RADICO.NS,NSE:RADICO,Small Cap
Railtel Corporation Of India Ltd.,RAILTEL.NS,NSE:RAILTEL,Small Cap
Rainbow Childrens Medicare Ltd.,RAINBOW.NS,NSE:RAINBOW,Small Cap
Rajesh Exports Ltd.,RAJESHEXPO.NS,NSE:RAJESHEXPO,Small Cap
Ramkrishna Forgings Ltd.,RKFORGE.NS,NSE:RKFORGE,Small Cap
Rashtriya Chemicals & Fertilizers Ltd.,RCF.NS,NSE:RCF,Small Cap
Ratnamani Metals & Tubes Ltd.,RATNAMANI.NS,NSE:RATNAMANI,Small Cap
RattanIndia Enterprises Ltd.,RTNINDIA.NS,NSE:RTNINDIA,Small Cap
Raymond Ltd.,RAYMOND.NS,NSE:RAYMOND,Small Cap
Redington Ltd.,REDINGTON.NS,NSE:REDINGTON,Small Cap
Route Mobile Ltd.,ROUTE.NS,NSE:ROUTE,Small Cap
SBFC Finance Ltd.,SBFC.NS,NSE:SBFC,Small Cap
Sammaan Capital Ltd.,SAMMAANCAP.NS,NSE:SAMMAANCAP,Small Cap
Sanofi India Ltd.,SANOFI.NS,NSE:SANOFI,Small Cap
Sapphire Foods India Ltd.,SAPPHIRE.NS,NSE:SAPPHIRE,Small Cap
Saregama India Ltd,SAREGAMA.NS,NSE:SAREGAMA,Small Cap
Schneider Electric Infrastructure Ltd.,SCHNEIDER.NS,NSE:SCHNEIDER,Small Cap
Shipping Corporation of India Ltd.,SCI.NS,NSE:SCI,Small Cap
Shree Renuka Sugars Ltd.,RENUKA.NS,NSE:RENUKA,Small Cap
Shyam Metalics and Energy Ltd.,SHYAMMETL.NS,NSE:SHYAMMETL,Small Cap
Signatureglobal (India) Ltd.,SIGNATURE.NS,NSE:SIGNATURE,Small Cap
Sobha Ltd.,SOBHA.NS,NSE:SOBHA,Small Cap
Sonata Software Ltd.,SONATSOFTW.NS,NSE:SONATSOFTW,Small Cap
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR.NS,NSE:SWSOLAR,Small Cap
Sumitomo Chemical India Ltd.,SUMICHEM.NS,NSE:SUMICHEM,Small Cap
Sun Pharma Advanced Research Company Ltd.,SPARC.NS,NSE:SPARC,Small Cap
Suven Pharmaceuticals Ltd.,SUVENPHAR.NS,NSE:SUVENPHAR,Small Cap
Swan Energy Ltd.,SWANENERGY.NS,NSE:SWANENERGY,Small Cap
Syrma SGS Technology Ltd.,SYRMA.NS,NSE:SYRMA,Small Cap
TBO Tek Ltd.,TBOTEK.NS,NSE:TBOTEK,Small Cap
TVS Supply Chain Solutions Ltd.,TVSSCS.NS,NSE:TVSSCS,Small Cap
Tanla Platforms Ltd.,TANLA.NS,NSE:TANLA,Small Cap
Tata Teleservices (Maharashtra) Ltd.,TTML.NS,NSE:TTML,Small Cap
Techno Electric & Engineering Company Ltd.,TECHNOE.NS,NSE:TECHNOE,Small Cap
Tejas Networks Ltd.,TEJASNET.NS,NSE:TEJASNET,Small Cap
The Ramco Cements Ltd.,RAMCOCEM.NS,NSE:RAMCOCEM,Small Cap
Titagarh Rail Systems Ltd.,TITAGARH.NS,NSE:TITAGARH,Small Cap
Trident Ltd.,TRIDENT.NS,NSE:TRIDENT,Small Cap
Triveni Engineering & Industries Ltd.,TRIVENI.NS,NSE:TRIVENI,Small Cap
Triveni Turbine Ltd.,TRITURBINE.NS,NSE:TRITURBINE,Small Cap
UCO Bank,UCOBANK.NS,NSE:UCOBANK,Small Cap
UTI Asset Management Company Ltd.,UTIAMC.NS,NSE:UTIAMC,Small Cap
Ujjivan Small Finance Bank Ltd.,UJJIVANSFB.NS,NSE:UJJIVANSFB,Small Cap
Usha Martin Ltd.,USHAMART.NS,NSE:USHAMART,Small Cap
V-Guard Industries Ltd.,VGUARD.NS,NSE:VGUARD,Small Cap
V.I.P. Industries Ltd.,VIPIND.NS,NSE:VIPIND,Small Cap
Valor Estate Ltd.,DBREALTY.NS,NSE:DBREALTY,Small Cap
Vardhman Textiles Ltd.,VTL.NS,NSE:VTL,Small Cap
Varroc Engineering Ltd.,VARROC.NS,NSE:VARROC,Small Cap
Vedant Fashions Ltd.,MANYAVAR.NS,NSE:MANYAVAR,Small Cap
Vijaya Diagnostic Centre Ltd.,VIJAYA.NS,NSE:VIJAYA,Small Cap
Vinati Organics Ltd.,VINATIORGA.NS,NSE:VINATIORGA,Small Cap
Welspun Corp Ltd.,WELCORP.NS,NSE:WELCORP,Small Cap
Welspun Living Ltd.,WELSPUNLIV.NS,NSE:WELSPUNLIV,Small Cap
Westlife Foodworld Ltd.,WESTLIFE.NS,NSE:WESTLIFE,Small Cap
Whirlpool of India Ltd.,WHIRLPOOL.NS,NSE:WHIRLPOOL,Small Cap
Zee Entertainment Enterprises Ltd.,ZEEL.NS,NSE:ZEEL,Small Cap
Zensar Technolgies Ltd.,ZENSARTECH.NS,NSE:ZENSARTECH,Small Cap
eClerx Services Ltd.,ECLERX.NS,NSE:ECLERX,Small Cap
AGI Greenpac Ltd.,AGI.NS,NSE:AGI,Micro Cap
ASK Automotive Ltd.,ASKAUTOLTD.NS,NSE:ASKAUTOLTD,Micro Cap
Aarti Drugs Ltd.,AARTIDRUGS.NS,NSE:AARTIDRUGS,Micro Cap
Aarti Pharmalabs Ltd.,AARTIPHARM.NS,NSE:AARTIPHARM,Micro Cap
Advanced Enzyme Tech Ltd.,ADVENZYMES.NS,NSE:ADVENZYMES,Micro Cap
Aether Industries Ltd.,AETHER.NS,NSE:AETHER,Micro Cap
Ahluwalia Contracts (India) Ltd.,AHLUCONT.NS,NSE:AHLUCONT,Micro Cap
Allcargo Logistics Ltd.,ALLCARGO.NS,NSE:ALLCARGO,Micro Cap
Ami Organics Ltd.,AMIORG.NS,NSE:AMIORG,Micro Cap
Anupam Rasayan India Ltd.,ANURAS.NS,NSE:ANURAS,Micro Cap
Apeejay Surrendra Park Hotels Ltd.,PARKHOTELS.NS,NSE:PARKHOTELS,Micro Cap
Arvind Fashions Ltd.,ARVINDFASN.NS,NSE:ARVINDFASN,Micro Cap
Arvind Ltd.,ARVIND.NS,NSE:ARVIND,Micro Cap
Ashoka Buildcon Ltd.,ASHOKA.NS,NSE:ASHOKA,Micro Cap
Astra Microwave Products Ltd.,ASTRAMICRO.NS,NSE:ASTRAMICRO,Micro Cap
Avalon Technologies Ltd.,AVALON.NS,NSE:AVALON,Micro Cap
Azad Engineering Ltd.,AZAD.NS,NSE:AZAD,Micro Cap
Bajaj Consumer Care Ltd.,BAJAJCON.NS,NSE:BAJAJCON,Micro Cap
Bajaj Electricals Ltd,BAJAJELEC.NS,NSE:BAJAJELEC,Micro Cap
Bajaj Hindusthan Sugar Ltd.,BAJAJHIND.NS,NSE:BAJAJHIND,Micro Cap
Balmer Lawrie & Co. Ltd.,BALMLAWRIE.NS,NSE:BALMLAWRIE,Micro Cap
Banco Products (India) Ltd.,BANCOINDIA.NS,NSE:BANCOINDIA,Micro Cap
Bhansali Engineering Polymers Ltd.,BEPL.NS,NSE:BEPL,Micro Cap
Bharat Bijlee Ltd.,BBL.NS,NSE:BBL,Micro Cap
Blue Jet Healthcare Ltd.,BLUEJET.NS,NSE:BLUEJET,Micro Cap
Bombay Dyeing & Manufacturing Co. Ltd.,BOMDYEING.NS,NSE:BOMDYEING,Micro Cap
Borosil Ltd.,BOROLTD.NS,NSE:BOROLTD,Micro Cap
Borosil Renewables Ltd.,BORORENEW.NS,NSE:BORORENEW,Micro Cap
CMS Info Systems Ltd.,CMSINFO.NS,NSE:CMSINFO,Micro Cap
CSB Bank Ltd.,CSBBANK.NS,NSE:CSBBANK,Micro Cap
Cartrade Tech Ltd.,CARTRADE.NS,NSE:CARTRADE,Micro Cap
Choice International Ltd.,CHOICEIN.NS,NSE:CHOICEIN,Micro Cap
Cigniti Technologies Ltd.,CIGNITITEC.NS,NSE:CIGNITITEC,Micro Cap
Confidence Petroleum India Ltd.,CONFIPET.NS,NSE:CONFIPET,Micro Cap
Cyient DLM Ltd.,CYIENTDLM.NS,NSE:CYIENTDLM,Micro Cap
DCB Bank Ltd.,DCBBANK.NS,NSE:DCBBANK,Micro Cap
DCM Shriram Ltd.,DCMSHRIRAM.NS,NSE:DCMSHRIRAM,Micro Cap
DCX Systems Ltd.,DCXINDIA.NS,NSE:DCXINDIA,Micro Cap
Datamatics Global Services Ltd.,DATAMATICS.NS,NSE:DATAMATICS,Micro Cap
Delta Corp Ltd.,DELTACORP.NS,NSE:DELTACORP,Micro Cap
Den Networks Ltd.,DEN.NS,NSE:DEN,Micro Cap
Dhani Services Ltd.,DHANI.NS,NSE:DHANI,Micro Cap
Dhanuka Agritech Ltd.,DHANUKA.NS,NSE:DHANUKA,Micro Cap
Dilip Buildcon Ltd.,DBL.NS,NSE:DBL,Micro Cap
Dish TV India Ltd.,DISHTV.NS,NSE:DISHTV,Micro Cap
Dishman Carbogen Amcis Ltd.,DCAL.NS,NSE:DCAL,Micro Cap
Dodla Dairy Ltd.,DODLA.NS,NSE:DODLA,Micro Cap
Dreamfolks Services Ltd.,DREAMFOLKS.NS,NSE:DREAMFOLKS,Micro Cap
Dynamatic Technologies Ltd.,DYNAMATECH.NS,NSE:DYNAMATECH,Micro Cap
EPL Ltd.,EPL.NS,NSE:EPL,Micro Cap
ESAF Small Finance Bank Ltd.,ESAFSFB.NS,NSE:ESAFSFB,Micro Cap
Edelweiss Financial Services Ltd.,EDELWEISS.NS,NSE:EDELWEISS,Micro Cap
Electronics Mart India Ltd.,EMIL.NS,NSE:EMIL,Micro Cap
Electrosteel Castings Ltd.,ELECTCAST.NS,NSE:ELECTCAST,Micro Cap
Entero Healthcare Solutions Ltd.,ENTERO.NS,NSE:ENTERO,Micro Cap
Epigral Ltd.,EPIGRAL.NS,NSE:EPIGRAL,Micro Cap
Equinox India Developments Ltd.,EMBDL.NS,NSE:EMBDL,Micro Cap
Ethos Ltd.,ETHOSLTD.NS,NSE:ETHOSLTD,Micro Cap
Eveready Industries India Ltd.,EVEREADY.NS,NSE:EVEREADY,Micro Cap
FDC Ltd.,FDC.NS,NSE:FDC,Micro Cap
Fiem Industries Ltd,FIEMIND.NS,NSE:FIEMIND,Micro Cap
Fineotex Chemical Ltd.,FCL.NS,NSE:FCL,Micro Cap
Force Motors Ltd.,FORCEMOT.NS,NSE:FORCEMOT,Micro Cap
Fusion Finance Ltd.,FUSION.NS,NSE:FUSION,Micro Cap
GHCL Ltd.,GHCL.NS,NSE:GHCL,Micro Cap
GMM Pfaudler Ltd.,GMMPFAUDLR.NS,NSE:GMMPFAUDLR,Micro Cap
Gabriel India Ltd.,GABRIEL.NS,NSE:GABRIEL,Micro Cap
Ganesh Housing Corporation Ltd.,GANESHHOUC.NS,NSE:GANESHHOUC,Micro Cap
Garware Hi-Tech Films Ltd.,GRWRHITECH.NS,NSE:GRWRHITECH,Micro Cap
Gateway Distriparks Ltd.,GATEWAY.NS,NSE:GATEWAY,Micro Cap
Glenmark Life Sciences Ltd.,GLS.NS,NSE:GLS,Micro Cap
Go Fashion (India) Ltd.,GOCOLORS.NS,NSE:GOCOLORS,Micro Cap
Gokaldas Exports Ltd.,GOKEX.NS,NSE:GOKEX,Micro Cap
Gopal Snacks Ltd.,GOPAL.NS,NSE:GOPAL,Micro Cap
Gravita India Ltd.,GRAVITA.NS,NSE:GRAVITA,Micro Cap
Greaves Cotton Ltd.,GREAVESCOT.NS,NSE:GREAVESCOT,Micro Cap
Greenpanel Industries Ltd.,GREENPANEL.NS,NSE:GREENPANEL,Micro Cap
Greenply Industries Ltd.,GREENPLY.NS,NSE:GREENPLY,Micro Cap
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI.NS,NSE:GUJALKALI,Micro Cap
Gulf Oil Lubricants India Ltd.,GULFOILLUB.NS,NSE:GULFOILLUB,Micro Cap
H.G. Infra Engineering Ltd.,HGINFRA.NS,NSE:HGINFRA,Micro Cap
Happy Forgings Ltd.,HAPPYFORGE.NS,NSE:HAPPYFORGE,Micro Cap
Harsha Engineers International Ltd.,HARSHA.NS,NSE:HARSHA,Micro Cap
Hathway Cable & Datacom Ltd.,HATHWAY.NS,NSE:HATHWAY,Micro Cap
Healthcare Global Enterprises Ltd.,HCG.NS,NSE:HCG,Micro Cap
HeidelbergCement India Ltd.,HEIDELBERG.NS,NSE:HEIDELBERG,Micro Cap
Hemisphere Properties India Ltd.,HEMIPROP.NS,NSE:HEMIPROP,Micro Cap
Heritage Foods Ltd.,HERITGFOOD.NS,NSE:HERITGFOOD,Micro Cap
Hikal Ltd.,HIKAL.NS,NSE:HIKAL,Micro Cap
Hindustan Construction Co. Ltd.,HCC.NS,NSE:HCC,Micro Cap
Hindustan Foods Ltd.,HNDFDS.NS,NSE:HNDFDS,Micro Cap
Hindustan Oil Exploration Co. Ltd.,HINDOILEXP.NS,NSE:HINDOILEXP,Micro Cap
Hindware Home Innovation Ltd.,HINDWAREAP.NS,NSE:HINDWAREAP,Micro Cap
IFB Industries Ltd.,IFBIND.NS,NSE:IFBIND,Micro Cap
IIFL Securities Ltd.,IIFLSEC.NS,NSE:IIFLSEC,Micro Cap
ITD Cementation India Ltd.,ITDCEM.NS,NSE:ITDCEM,Micro Cap
Ideaforge Technology Ltd.,IDEAFORGE.NS,NSE:IDEAFORGE,Micro Cap
Imagicaaworld Entertainment Ltd.,IMAGICAA.NS,NSE:IMAGICAA,Micro Cap
India Glycols Ltd.,INDIAGLYCO.NS,NSE:INDIAGLYCO,Micro Cap
India Pesticides Ltd.,IPL.NS,NSE:IPL,Micro Cap
India Shelter Finance Corporation Ltd.,INDIASHLTR.NS,NSE:INDIASHLTR,Micro Cap
Indian Metals & Ferro Alloys Ltd.,IMFA.NS,NSE:IMFA,Micro Cap
Indigo Paints Ltd.,INDIGOPNTS.NS,NSE:INDIGOPNTS,Micro Cap
Indo Count Industries Ltd.,ICIL.NS,NSE:ICIL,Micro Cap
Infibeam Avenues Ltd.,INFIBEAM.NS,NSE:INFIBEAM,Micro Cap
Ingersoll Rand (India) Ltd.,INGERRAND.NS,NSE:INGERRAND,Micro Cap
Inox Green Energy Services Ltd.,INOXGREEN.NS,NSE:INOXGREEN,Micro Cap
Ion Exchange (India) Ltd.,IONEXCHANG.NS,NSE:IONEXCHANG,Micro Cap
Isgec Heavy Engineering Ltd.,ISGEC.NS,NSE:ISGEC,Micro Cap
J.Kumar Infraprojects Ltd.,JKIL.NS,NSE:JKIL,Micro Cap
JK Paper Ltd.,JKPAPER.NS,NSE:JKPAPER,Micro Cap
JTEKT India Ltd.,JTEKTINDIA.NS,NSE:JTEKTINDIA,Micro Cap
JTL Industries Ltd.,JTLIND.NS,NSE:JTLIND,Micro Cap
Jai Balaji Industries Ltd.,JAIBALAJI.NS,NSE:JAIBALAJI,Micro Cap
Jai Corp Ltd.,JAICORPLTD.NS,NSE:JAICORPLTD,Micro Cap
Jain Irrigation Systems Ltd.,JISLJALEQS.NS,NSE:JISLJALEQS,Micro Cap
Jamna Auto Industries Ltd.,JAMNAAUTO.NS,NSE:JAMNAAUTO,Micro Cap
Jana Small Finance Bank Ltd.,JSFB.NS,NSE:JSFB,Micro Cap
Jindal Worldwide Ltd.,JINDWORLD.NS,NSE:JINDWORLD,Micro Cap
Johnson Controls - Hitachi Air Conditioning India Ltd.,JCHAC.NS,NSE:JCHAC,Micro Cap
Juniper Hotels Ltd.,JUNIPER.NS,NSE:JUNIPER,Micro Cap
Jupiter Life Line Hospitals Ltd.,JLHL.NS,NSE:JLHL,Micro Cap
KRBL Ltd.,KRBL.NS,NSE:KRBL,Micro Cap
Kalyani Steels Ltd.,KSL.NS,NSE:KSL,Micro Cap
Karnataka Bank Ltd.,KTKBANK.NS,NSE:KTKBANK,Micro Cap
Kaveri Seed Company Ltd.,KSCL.NS,NSE:KSCL,Micro Cap
Kesoram Industries Ltd.,KESORAMIND.NS,NSE:KESORAMIND,Micro Cap
Kirloskar Pneumatic Company Ltd.,KIRLPNU.NS,NSE:KIRLPNU,Micro Cap
Kolte-Patil Developers Ltd.,KOLTEPATIL.NS,NSE:KOLTEPATIL,Micro Cap
LMW Ltd.,LMW.NS,NSE:LMW,Micro Cap
LT Foods Ltd.,LTFOODS.NS,NSE:LTFOODS,Micro Cap
Landmark Cars Ltd.,LANDMARK.NS,NSE:LANDMARK,Micro Cap
Laxmi Organic Industries Ltd.,LXCHEM.NS,NSE:LXCHEM,Micro Cap
Le Travenues Technology Ltd.,IXIGO.NS,NSE:IXIGO,Micro Cap
Lloyds Engineering Works Ltd.,LLOYDSENGG.NS,NSE:LLOYDSENGG,Micro Cap
Lux Industries Ltd.,LUXIND.NS,NSE:LUXIND,Micro Cap
MOIL Ltd.,MOIL.NS,NSE:MOIL,Micro Cap
MSTC Ltd.,MSTCLTD.NS,NSE:MSTCLTD,Micro Cap
MTAR Technologies Ltd.,MTARTECH.NS,NSE:MTARTECH,Micro Cap
Mahindra Holidays & Resorts India Ltd.,MHRIL.NS,NSE:MHRIL,Micro Cap
Mahindra Logistics Ltd.,MAHLOG.NS,NSE:MAHLOG,Micro Cap
Maithan Alloys Ltd.,MAITHANALL.NS,NSE:MAITHANALL,Micro Cap
Man Infraconstruction Ltd.,MANINFRA.NS,NSE:MANINFRA,Micro Cap
Marksans Pharma Ltd.,MARKSANS.NS,NSE:MARKSANS,Micro Cap
Medplus Health Services Ltd.,MEDPLUS.NS,NSE:MEDPLUS,Micro Cap
Mishra Dhatu Nigam Ltd.,MIDHANI.NS,NSE:MIDHANI,Micro Cap
Mrs. Bectors Food Specialities Ltd.,BECTORFOOD.NS,NSE:BECTORFOOD,Micro Cap
Muthoot Microfin Ltd.,MUTHOOTMF.NS,NSE:MUTHOOTMF,Micro Cap
NEOGEN CHEMICALS LTD.,NEOGEN.NS,NSE:NEOGEN,Micro Cap
NESCO Ltd.,NESCO.NS,NSE:NESCO,Micro Cap
NIIT Learning Systems Ltd.,NIITMTS.NS,NSE:NIITMTS,Micro Cap
NOCIL Ltd.,NOCIL.NS,NSE:NOCIL,Micro Cap
NRB Bearings Ltd.,NRBBEARING.NS,NSE:NRBBEARING,Micro Cap
National Fertilizers Ltd.,NFL.NS,NSE:NFL,Micro Cap
Nava Ltd.,NAVA.NS,NSE:NAVA,Micro Cap
Nazara Technologies Ltd.,NAZARA.NS,NSE:NAZARA,Micro Cap
Neuland Laboratories Ltd.,NEULANDLAB.NS,NSE:NEULANDLAB,Micro Cap
Optiemus Infracom Ltd.,OPTIEMUS.NS,NSE:OPTIEMUS,Micro Cap
Orchid Pharma Ltd.,ORCHPHARMA.NS,NSE:ORCHPHARMA,Micro Cap
Orient Cement Ltd.,ORIENTCEM.NS,NSE:ORIENTCEM,Micro Cap
